HQID,MLBAMID,Player,Age,Throws,Tm,LG,LIMA,"MM Code",MM,ADP,"Min ADP","Max ADP",DL,W,L,G,QS,SV,BS,HD,12$,15$,IP,H,ER,HR,BB,K,ERA,WHIP,BF/G,K9,K%,BB/9,BB%,Cmd,K-BB%,HR9,OOB,xERA,G%,L%,F%,H%,S%,RAR,BPX
7179,671096,"Abbott, Andrew",25,L,CIN,NL,B+,"1203 BBA",21,457.64,227,703,26,9,7,28,9,,,,-4,-4,145.0,139,67,22,58,131,4.16,1.36,21.6,8.1,21%,3.6,9%,2.3,12.1%,1.4,.325,4.76,33%,18%,50%,29%,74%,-11.9,68.5726
6034,650556,"Abreu, Bryan",27,R,HOU,AL,A,"5511 ABA",34,455.59,294,608,,4,4,70,,6,5,29,4,4,73.0,54,23,6,30,96,2.84,1.15,4.1,11.8,33%,3.7,10%,3.2,22.8%,0.7,.290,3.15,43%,19%,38%,30%,78%,8.5,153.0397
5875,592094,"Adam, Jason",33,R,SD,NL,B,"5410 BBA",15,389.19,197,586,29,5,4,67,,5,4,23,6,6,65.0,44,21,6,20,75,2.91,0.98,3.7,10.4,30%,2.8,8%,3.8,22.2%,0.8,.259,3.20,43%,17%,40%,26%,74%,7.2,151.7057
6520,669211,"Akin, Keegan",29,L,BAL,AL,A,"3400 DCC",0,498.15,468,750,55,2,2,43,,,1,11,-6,-6,65.0,57,28,10,18,73,3.88,1.15,6.0,10.1,28%,2.5,6%,4.1,21.3%,1.4,.290,3.60,39%,17%,45%,29%,72%,4.0,150.2234
6279,660896,"Alcala, Jorge",29,R,MIN,AL,A+,"2200 FDB",0,452.26,471,742,318,4,4,46,,,2,14,-6,-6,51.0,43,22,8,15,48,3.88,1.14,4.4,8.5,23%,2.6,7%,3.2,16.4%,1.4,.287,4.11,36%,15%,48%,26%,72%,-0.1,108.2178
5698,645261,"Alcantara, Sandy",29,R,MIA,NL,B+,"3203 FAB",33,164.63,84,269,198,7,7,24,11,,,,11,11,152.0,132,55,15,41,135,3.26,1.14,25.1,8.0,22%,2.4,6%,3.3,15.6%,0.9,.287,3.57,51%,17%,32%,28%,74%,9.9,122.2425
8077,691951,"Aldegheri, Samuel",23,L,LAA,AL,C,"0300 BFF",0,,,,16,1,1,7,2,,,,-17,-17,29.0,32,16,5,17,29,4.97,1.69,18.7,9.0,22%,5.3,13%,1.7,9.2%,1.6,.375,5.17,34%,18%,48%,33%,75%,-3.8,35.8484
5023,518397,"Alexander, Scott",35,L,COL,NL,C,"4110 FFF",10,,,,99,1,4,67,,1,,7,-8,-8,58.0,52,21,6,24,49,3.26,1.31,3.6,7.6,20%,3.7,10%,2.0,10.4%,0.9,.317,3.45,62%,20%,18%,28%,78%,4.6,87.0668
6075,641302,"Alexander, Tyler",30,L,MIL,NL,B,"1100 FCB",0,452.67,499,715,138,3,2,17,,,,,-12,-12,58.0,60,30,11,14,43,4.66,1.28,14.0,6.7,18%,2.2,5%,3.1,12.2%,1.7,.311,4.80,32%,19%,50%,28%,69%,-5.0,81.4912
6914,671106,"Allen, Logan",26,L,CLE,AL,C+,"1200 ACB",0,457.23,385,749,10,2,2,5,1,,,,-14,-14,22.0,23,12,4,9,19,4.91,1.45,18.8,7.8,20%,3.7,9%,2.1,10.6%,1.6,.340,4.49,43%,18%,39%,30%,71%,-1.1,70.1232
5547,621237,"Alvarado, Jose",29,L,PHI,NL,A+,"5510 DBB",16,511.05,314,749,75,3,3,63,,6,3,14,-5,-5,58.0,43,24,5,30,73,3.72,1.26,3.8,11.3,30%,4.7,12%,2.4,18.2%,0.8,.309,3.17,51%,22%,27%,29%,72%,6.6,122.1399
5595,666120,"Anderson, Ian",26,R,ATL,NL,F,"0100 AFF",0,503.23,388,749,,3,2,8,2,,,,-17,-17,44.0,49,24,7,23,37,4.91,1.64,24.5,7.6,18%,4.7,11%,1.6,7.1%,1.4,.367,4.89,44%,20%,36%,32%,73%,-4.3,35.7572
5870,605121,"Anderson, Justin",32,R,CWS,AL,F,"0210 AFF",3,489.93,360,749,,1,2,58,,9,,19,-18,-18,58.0,58,33,5,34,55,5.12,1.59,4.4,8.5,21%,5.3,13%,1.6,8.2%,0.8,.360,4.96,38%,20%,42%,32%,67%,-6.2,30.763
5290,542881,"Anderson, Tyler",35,L,LAA,AL,B+,"1103 AAC",18,467.05,328,609,9,9,10,28,9,,,,0,0,160.0,149,72,20,55,131,4.05,1.27,23.4,7.4,19%,3.1,8%,2.4,11.6%,1.1,.311,4.51,37%,21%,43%,28%,71%,-8.2,73.236
7917,683522,"Arias, Michael",23,R,NYY,AL,F,"0300 AFF",0,,,,,2,,12,,,1,,-16,-16,15.0,17,9,1,11,15,5.40,1.87,5.9,9.0,21%,6.6,15%,1.4,5.7%,0.6,.398,5.12,44%,20%,36%,37%,70%,-1.9,6.6132
5001,542888,"Armstrong, Shawn",34,R,TEX,AL,F,"2300 CFF",0,,,,66,2,2,53,,,,4,-12,-12,58.0,53,28,5,23,57,4.34,1.31,4.5,8.8,23%,3.6,9%,2.5,14.2%,0.8,.317,4.16,36%,24%,40%,31%,67%,-0.4,87.4887
7971,681293,"Arrighetti, Spencer",25,R,HOU,AL,B,"2303 ACB",30,213.58,137,307,,9,7,30,10,,,,3,3,160.0,143,70,21,62,171,3.94,1.28,21.9,9.6,26%,3.5,9%,2.8,16.6%,1.2,.312,4.01,36%,22%,43%,30%,73%,1.7,105.9602
6580,676879,"Ashby, Aaron",26,L,MIL,NL,B,"3300 FDF",0,457.66,304,723,233,3,2,9,2,,,10,-11,-11,44.0,39,20,4,22,45,4.09,1.39,20.6,9.2,24%,4.5,11%,2.0,12.4%,0.8,.330,3.79,52%,20%,28%,30%,71%,1.6,84.49
7004,668933,"Ashcraft, Graham",27,R,CIN,NL,C+,"1000 FAA",0,469.79,496,750,149,4,4,11,3,,,,-14,-14,58.0,62,31,7,21,41,4.81,1.43,22.4,6.4,16%,3.3,8%,1.9,8.1%,1.1,.337,4.50,48%,20%,32%,31%,68%,-2.9,59.8157
7111,665871,"Assad, Javier",27,R,CHI,NL,A,"1100 BBA",0,503.82,377,746,17,3,2,13,3,,,,-12,-12,65.0,66,29,8,26,52,4.02,1.42,21.2,7.2,18%,3.6,9%,2.0,9.5%,1.1,.334,4.58,43%,19%,38%,30%,75%,-3.9,60.8875
6874,696147,"Bachman, Sam",25,R,LAA,AL,F,"0000 AFF",0,,,,,1,3,6,2,,,,-18,-18,29.0,32,19,5,11,18,5.90,1.48,20.8,5.6,14%,3.4,8%,1.6,5.6%,1.6,.345,4.96,44%,20%,36%,29%,63%,-3.1,34.8336
6465,641329,"Baker, Bryan",30,R,BAL,AL,F,"2200 AFF",0,,,,,3,1,45,,,3,5,-16,-16,44.0,39,28,8,22,42,5.73,1.39,4.1,8.6,22%,4.5,11%,1.9,10.8%,1.6,.330,4.29,44%,20%,36%,27%,62%,-1.0,62.8487
7351,666364,"Balazovic, Jordan",26,R,DET,AL,F,"3400 AFF",0,,,,,1,1,5,,,,,-15,-15,7.0,8,5,1,3,8,6.43,1.57,6.2,10.3,26%,3.9,9%,2.7,16.3%,1.3,.358,3.85,44%,20%,36%,37%,60%,0.2,117.4422
5541,607455,"Banda, Anthony",31,L,LA,NL,C,"2300 AFF",0,,,,13,2,2,49,,,,5,-7,-7,51.0,47,18,5,20,53,3.18,1.31,4.3,9.3,25%,3.5,9%,2.6,15.7%,0.9,.318,4.00,39%,21%,40%,31%,79%,0.6,102.608
6949,621383,"Banks, Tanner",33,L,PHI,NL,F,"3300 AFF",0,451.29,710,710,,1,1,38,,,,10,-9,-9,44.0,36,19,4,16,46,3.89,1.18,4.6,9.4,26%,3.3,9%,2.9,17.0%,0.8,.295,3.60,48%,18%,36%,29%,68%,2.7,122.1057
5283,606930,"Barnes, Jacob",34,R,TOR,AL,F,"2200 AFF",0,451.03,481,481,,2,1,27,,,,5,-13,-13,29.0,29,15,3,10,25,4.66,1.34,4.5,7.8,20%,3.1,8%,2.5,12.4%,0.9,.323,4.08,46%,20%,34%,31%,66%,0.1,91.1944
8140,686930,"Barnett, Mason",24,R,ATH,AL,F,"2300 AFF",0,451.60,706,728,,2,2,6,2,,,,-14,-14,29.0,30,16,3,11,29,4.97,1.41,20.5,9.0,23%,3.4,8%,2.6,14.7%,0.9,.334,3.96,44%,20%,36%,33%,65%,0.5,104.82
4732,605135,"Bassitt, Chris",36,R,TOR,AL,B,"2203 BAA",27,355.80,210,439,8,11,10,29,13,,,,3,3,167.0,162,74,19,57,160,3.99,1.31,23.8,8.6,23%,3.1,8%,2.8,14.9%,1.0,.317,3.95,42%,22%,36%,31%,72%,3.0,105.2077
7996,669620,"Basso, Brady",27,L,ATH,AL,F,"3200 AFF",0,466.30,515,749,,3,2,12,,,,,-12,-12,51.0,55,26,8,13,47,4.59,1.33,17.6,8.3,22%,2.3,6%,3.6,16.0%,1.4,.321,3.87,44%,20%,36%,32%,70%,1.4,124.7282
6937,642585,"Bautista, Felix",29,R,BAL,AL,B,"5530 FAA",54,81.10,37,288,217,4,4,52,,26,4,,10,10,58.0,37,18,7,25,84,2.79,1.07,4.3,13.0,37%,3.9,11%,3.4,26.2%,1.1,.275,2.99,39%,17%,44%,27%,80%,7.9,167.3608
6718,669358,"Baz, Shane",25,R,TB,AL,B+,"2203 FDC",27,188.21,108,308,400,9,6,26,9,,,,9,9,145.0,123,54,16,52,138,3.35,1.21,22.5,8.6,23%,3.2,8%,2.6,14.7%,1.0,.300,4.11,39%,18%,43%,28%,76%,-0.3,95.8351
7307,663941,"Beck, Tristan",28,R,SF,NL,F,"2100 FFF",0,453.34,478,745,158,2,2,23,,,,,-10,-10,58.0,57,26,7,15,47,4.03,1.24,10.2,7.3,19%,2.3,6%,3.1,13.6%,1.1,.306,4.26,39%,20%,41%,30%,70%,-1.1,97.2718
6250,670280,"Bednar, David",30,R,PIT,NL,A+,"3320 DAB",22,184.53,102,434,77,3,3,58,,21,5,7,-0,-0,58.0,50,24,6,21,62,3.72,1.22,4.0,9.6,26%,3.3,8%,3.0,17.5%,0.9,.303,3.90,37%,19%,44%,30%,72%,1.4,114.1812
5766,656222,"Beeks, Jalen",31,L,PIT,NL,C+,"1100 DCB",0,451.16,591,591,29,1,1,13,,,1,4,-14,-14,15.0,16,7,2,6,12,4.20,1.47,5.0,7.2,18%,3.6,9%,2.0,9.3%,1.2,.342,4.59,44%,19%,37%,31%,75%,-0.9,62.0277
7403,690925,"Beeter, Clayton",26,R,NYY,AL,F,"3400 AFF",0,459.08,582,748,,1,,4,,,,,-12,-12,15.0,12,6,1,8,17,3.60,1.33,15.6,10.2,27%,4.8,12%,2.1,14.4%,0.6,.321,3.84,44%,20%,36%,30%,73%,0.5,86.6564
7005,678394,"Bello, Brayan",25,R,BOS,AL,A+,"4303 DAB",42,327.68,217,507,61,12,10,29,9,,,,3,3,160.0,149,73,15,59,157,4.11,1.30,22.7,8.8,23%,3.3,8%,2.7,14.9%,0.8,.316,3.53,53%,21%,27%,31%,69%,11.3,114.3636
8023,678368,"Bellozo, Valente",25,R,MIA,NL,C,"0000 ADF",0,455.26,552,749,,3,3,12,4,,,,-18,-18,58.0,67,33,13,21,42,5.12,1.52,21.0,6.5,16%,3.3,8%,2.0,8.3%,2.0,.350,5.43,30%,19%,51%,30%,73%,-9.5,42.5756
6682,669622,"Bender, Anthony",30,R,MIA,NL,B,"5310 FDA",14,500.98,323,750,340,5,3,67,,9,4,14,1,1,65.0,53,25,5,22,67,3.46,1.15,3.9,9.3,25%,3.0,8%,3.0,17.4%,0.7,.290,3.23,51%,21%,27%,29%,71%,7.0,129.6311
7083,657514,"Bernardino, Brennan",33,L,BOS,AL,D,"3300 AFF",0,,,,,1,1,15,,,,9,-12,-12,15.0,14,6,2,6,16,3.60,1.33,4.2,9.6,25%,3.6,9%,2.7,16.0%,1.2,.321,3.59,44%,22%,32%,31%,77%,0.9,111.285
5070,621244,"Berrios, Jose",30,R,TOR,AL,B,"2205 AAA",55,236.22,142,317,,12,11,31,13,,,,8,8,181.0,169,80,27,51,160,3.98,1.22,23.6,8.0,21%,2.5,6%,3.1,14.9%,1.3,.301,3.94,42%,21%,37%,28%,72%,3.4,107.9784
7274,676440,"Bibee, Tanner",26,R,CLE,AL,B,"3303 ABC",36,103.76,61,166,15,12,8,29,10,,,,16,16,167.0,147,65,20,42,170,3.50,1.13,22.8,9.2,25%,2.3,6%,4.0,19.4%,1.1,.286,3.79,34%,21%,44%,29%,73%,6.4,132.1054
7344,674370,"Bido, Osvaldo",29,R,ATH,AL,C+,"1201 ACA",5,457.09,261,645,7,4,4,17,6,,,,-11,-11,80.0,74,39,8,34,70,4.39,1.35,19.6,7.9,20%,3.8,10%,2.1,10.8%,0.9,.324,4.72,32%,23%,45%,29%,69%,-6.1,55.2206
5890,669456,"Bieber, Shane",29,R,CLE,AL,B,"3201 FAD",9,440.22,182,589,232,7,4,18,8,,,,1,1,102.0,97,42,10,26,89,3.71,1.21,22.8,7.8,21%,2.3,6%,3.4,15.3%,0.9,.299,3.66,47%,22%,31%,30%,71%,5.5,119.1183
8022,806185,"Birdsong, Hayden",23,R,SF,NL,C+,"2401 ADB",9,408.63,241,561,,7,6,24,8,,,,-7,-7,116.0,99,55,15,64,130,4.27,1.41,20.4,10.1,26%,5.0,13%,2.0,13.5%,1.2,.333,4.23,38%,20%,41%,29%,73%,-1.9,72.3239
8018,702352,"Bivens, Spencer",30,R,SF,NL,F,"1000 AFF",0,,,,,4,1,24,,,1,,-8,-8,44.0,44,16,3,15,28,3.27,1.34,7.6,5.7,15%,3.1,8%,1.9,7.1%,0.6,.322,4.71,44%,20%,36%,29%,76%,-3.3,48.1741
7966,696131,"Black, Mason",25,R,SF,NL,C+,"1200 ADB",0,453.93,573,750,,2,2,12,4,,,,-16,-16,58.0,59,31,7,24,51,4.81,1.43,20.6,7.9,20%,3.7,9%,2.1,11.0%,1.1,.337,4.77,34%,21%,45%,31%,68%,-4.8,61.5032
5403,621112,"Blackburn, Paul",31,R,NYM,NL,B,"2100 FCB",0,507.87,468,747,220,3,3,12,3,,,,-13,-13,58.0,61,30,8,18,47,4.66,1.36,20.2,7.3,19%,2.8,7%,2.6,12.0%,1.2,.326,4.18,46%,21%,34%,31%,69%,-0.6,91.0918
8032,687134,"Blalock, Bradley",24,R,COL,NL,F,"1000 AFF",0,451.65,739,745,,2,1,7,,,,,-15,-15,29.0,33,16,5,9,20,4.97,1.45,17.7,6.2,16%,2.8,7%,2.2,8.9%,1.6,.339,4.64,44%,20%,36%,31%,70%,-1.9,66.6456
6941,669854,"Blanco, Ronel",31,R,HOU,AL,C+,"2303 ABA",30,240.96,137,327,,10,7,29,10,,6,,1,1,160.0,145,70,22,69,159,3.94,1.34,22.9,8.9,23%,3.9,10%,2.3,13.5%,1.2,.322,4.27,39%,19%,42%,29%,75%,-3.3,83.4182
6389,656240,"Blewett, Scott",28,R,MIN,AL,F,"1100 AFF",0,,,,,2,1,15,,,1,,-13,-13,22.0,27,10,1,7,17,4.09,1.55,6.4,7.0,17%,2.9,7%,2.4,10.4%,0.4,.354,4.54,44%,20%,36%,36%,72%,-1.2,79.6783
8021,814005,"Bloss, Jake",23,R,TOR,AL,C,"0000 BFF",0,481.31,380,750,20,2,2,12,4,,,,-14,-14,58.0,60,29,10,20,41,4.50,1.38,20.3,6.4,16%,3.1,8%,2.0,8.6%,1.6,.329,5.29,28%,20%,52%,28%,72%,-8.5,41.9371
7987,592155,"Booser, Cam",32,L,CWS,AL,F,"0200 AFF",0,,,,29,1,2,44,,,,5,-15,-15,44.0,49,20,5,17,40,4.09,1.50,4.3,8.2,21%,3.5,8%,2.4,12.1%,1.0,.347,4.93,30%,20%,50%,34%,75%,-4.5,69.8724
7228,680742,"Bowlan, Jonathan",28,R,KC,AL,F,"1000 AFF",0,,,,,2,1,5,,,,,-14,-14,15.0,18,9,2,5,10,5.40,1.53,13.1,6.0,15%,3.0,7%,2.0,7.7%,1.2,.352,4.84,44%,20%,36%,33%,66%,-1.4,55.8706
4965,571510,"Boyd, Matthew",34,L,CHI,NL,A+,"2303 FCB",30,324.35,242,450,296,8,6,30,9,,,,1,1,145.0,138,65,20,44,153,4.03,1.26,19.7,9.5,25%,2.7,7%,3.5,18.4%,1.2,.308,3.91,36%,20%,44%,31%,72%,3.4,126.8946
7847,671212,"Boyle, Joe",25,R,TB,AL,F,"3500 AFF",0,512.19,320,750,,1,3,15,,,,,-11,-11,44.0,24,20,3,32,57,4.09,1.27,12.0,11.7,31%,6.5,17%,1.8,13.9%,0.6,.311,3.78,44%,20%,36%,23%,67%,1.7,62.7461
7266,674003,"Bradford, Cody",27,L,TEX,AL,A,"2203 FCA",27,329.29,192,437,110,9,7,28,9,,,,7,7,138.0,128,59,19,26,119,3.85,1.12,19.4,7.8,21%,1.7,4%,4.6,17.1%,1.2,.283,4.11,35%,18%,47%,28%,70%,-0.1,121.7522
6323,680694,"Bradish, Kyle",28,R,BAL,AL,B,"4300 FAA",0,512.94,387,750,179,2,2,6,2,,,,-10,-10,29.0,25,12,2,10,31,3.72,1.21,19.5,9.6,26%,3.1,8%,3.1,18.0%,0.6,.300,3.31,51%,18%,31%,31%,69%,2.8,135.0699
6973,671737,"Bradley, Taj",23,R,TB,AL,B+,"3303 CCD",36,198.84,122,311,42,10,10,33,11,,,,9,9,167.0,144,72,26,52,174,3.88,1.17,20.2,9.4,26%,2.8,7%,3.4,18.3%,1.4,.294,3.69,41%,19%,40%,28%,72%,8.4,127.9778
6872,666374,"Brash, Matt",26,R,SEA,AL,A+,"5510 FCA",16,506.77,349,748,171,4,4,39,,4,2,8,-4,-4,51.0,42,20,3,23,67,3.53,1.27,5.3,11.8,32%,4.1,11%,2.9,21.1%,0.5,.311,3.07,48%,20%,31%,33%,72%,6.5,147.2474
4298,518489,"Brasier, Ryan",37,R,CHI,NL,D,"3300 FFF",0,456.13,350,745,112,2,2,53,,,,14,-7,-7,51.0,44,21,6,16,51,3.71,1.18,3.9,9.0,25%,2.8,7%,3.2,17.2%,1.1,.294,3.78,40%,20%,40%,28%,72%,2.0,118.4228
5564,605154,"Brebbia, John",34,R,DET,AL,B,"2400 FCA",0,,,,98,1,1,30,,,1,4,-14,-14,29.0,29,16,5,10,32,4.97,1.34,4.0,9.9,26%,3.1,8%,3.2,18.2%,1.6,.323,4.10,30%,22%,48%,32%,67%,0.0,117.4878
6975,689225,"Brieske, Beau",26,R,DET,AL,C+,"1200 FDA",0,466.02,250,706,181,2,2,22,,,,7,-10,-10,44.0,40,19,4,17,38,3.89,1.30,8.2,7.8,20%,3.5,9%,2.2,11.6%,0.8,.315,4.44,38%,19%,42%,29%,71%,-1.8,70.5793
7092,666745,"Brito, Jhony",27,R,SD,NL,C+,"0001 ACB",1,452.38,641,739,8,4,4,26,,,1,,-18,-18,73.0,86,39,8,27,49,4.81,1.55,12.3,6.0,15%,3.3,8%,1.8,6.9%,1.0,.354,4.95,47%,15%,38%,33%,70%,-7.7,49.9528
7253,676962,"Brown, Ben",25,R,CHI,NL,A+,"3400 FDA",0,427.69,247,550,99,3,2,13,,,,5,-5,-5,51.0,40,20,4,20,57,3.53,1.18,15.7,10.1,27%,3.5,9%,2.9,18.2%,0.7,.294,3.80,39%,16%,45%,29%,71%,1.9,117.1799
6686,686613,"Brown, Hunter",26,R,HOU,AL,B+,"4305 AAB",80,111.73,75,182,,13,8,31,12,,,,14,14,181.0,159,69,18,67,186,3.43,1.25,23.8,9.2,25%,3.3,9%,2.8,16.2%,0.9,.307,3.51,50%,20%,30%,30%,75%,13.2,119.2551
6366,663460,"Bubic, Kris",27,L,KC,AL,A+,"4301 FDB",12,380.56,259,593,272,6,5,23,7,,3,,0,0,116.0,111,48,13,32,117,3.72,1.23,20.4,9.1,24%,2.5,6%,3.7,18.1%,1.0,.304,3.39,48%,21%,30%,31%,73%,10.1,139.6536
5695,621111,"Buehler, Walker",30,R,BOS,AL,A+,"2203 FDD",27,255.65,118,376,404,6,7,32,15,,,,-3,-3,160.0,155,73,22,50,142,4.11,1.28,20.5,8.0,21%,2.8,7%,2.8,14.0%,1.2,.312,3.96,45%,20%,35%,30%,72%,2.7,103.7026
5662,607481,"Bummer, Aaron",31,L,ATL,NL,B,"5410 DCB",15,457.21,473,750,101,5,3,68,,2,4,25,-3,-3,65.0,54,27,3,27,75,3.74,1.25,3.9,10.4,28%,3.7,10%,2.8,18.2%,0.4,.306,3.02,57%,21%,23%,32%,69%,8.6,137.8064
8098,680732,"Burke, Sean",25,R,CWS,AL,F,"2401 AFF",9,417.83,274,539,,4,11,24,8,,,,-13,-13,116.0,94,63,24,63,127,4.89,1.35,20.2,9.8,26%,4.9,13%,2.0,13.2%,1.9,.324,4.01,44%,20%,36%,25%,70%,1.3,76.7023
5924,669203,"Burnes, Corbin",30,R,ARI,NL,C+,"4305 AAB",80,38.62,20,89,,12,8,31,15,,,,15,15,189.0,164,79,18,53,189,3.76,1.15,24.2,9.0,25%,2.5,7%,3.6,18.1%,0.9,.289,3.46,47%,19%,34%,29%,69%,14.8,135.64
6892,676130,"Butto, Jose",26,R,NYM,NL,A+,"2210 ACD",7,505.05,352,747,,6,4,21,,2,2,20,-4,-4,65.0,58,26,7,27,63,3.60,1.31,12.8,8.7,23%,3.7,10%,2.3,13.4%,1.0,.317,4.16,42%,17%,40%,29%,75%,-0.5,86.6336
6310,665795,"Cabrera, Edward",26,R,MIA,NL,A+,"3403 FCA",39,398.94,283,506,169,9,8,33,10,,,,2,2,167.0,131,74,20,88,182,3.99,1.31,20.9,9.8,26%,4.7,12%,2.1,13.6%,1.1,.317,3.83,48%,18%,34%,27%,72%,5.4,85.0601
8117,702070,"Cameron, Noah",25,L,KC,AL,F,"2200 AFF",0,502.55,410,745,,1,1,3,1,,,,-12,-12,15.0,16,6,1,4,13,3.60,1.33,20.8,7.8,20%,2.4,6%,3.2,14.5%,0.6,.321,4.01,44%,20%,36%,33%,73%,0.2,111.285
5908,656288,"Canning, Griffin",28,R,NYM,NL,C+,"1100 FAB",0,498.73,310,746,215,3,2,13,4,,,,-16,-16,65.0,66,35,12,28,55,4.85,1.45,21.3,7.6,19%,3.9,10%,2.0,9.7%,1.7,.339,4.68,39%,21%,40%,29%,72%,-4.7,56.3266
7986,686563,"Cannon, Jonathan",24,R,CWS,AL,C,"1003 ADD",15,499.67,378,749,,6,7,31,10,,,,-13,-13,167.0,172,85,23,57,112,4.58,1.37,22.6,6.0,16%,3.1,8%,2.0,7.9%,1.2,.327,4.84,38%,22%,39%,29%,69%,-15.3,47.6952
6993,666974,"Cano, Yennier",31,R,BAL,AL,A+,"5310 ABB",14,500.18,350,750,,3,3,64,,4,3,19,-3,-3,65.0,58,24,7,23,67,3.32,1.25,4.1,9.3,25%,3.2,8%,2.9,16.7%,1.0,.306,3.04,61%,19%,21%,30%,77%,8.5,137.0311
7264,676282,"Cantillo, Joey",25,L,CLE,AL,A+,"3401 ADF",11,444.69,308,600,,3,3,15,5,,,,-10,-10,73.0,61,34,7,38,80,4.19,1.36,20.3,9.9,26%,4.7,12%,2.1,13.8%,0.9,.325,3.87,49%,17%,35%,30%,70%,2.0,89.0736
3148,471911,"Carrasco, Carlos",37,R,NYY,AL,C+,"1100 FAC",0,452.74,663,739,130,2,2,9,2,,,,-19,-19,44.0,52,27,8,16,35,5.52,1.55,21.3,7.2,18%,3.3,8%,2.2,9.9%,1.6,.354,4.60,44%,21%,36%,33%,68%,-2.7,71.3661
8087,676508,"Casparius, Ben",26,R,LA,NL,C+,"1200 ADF",0,459.21,414,742,,2,2,6,2,,,,-13,-13,29.0,27,14,3,14,27,4.34,1.41,20.5,8.4,21%,4.3,11%,1.9,10.6%,0.9,.334,4.64,36%,20%,44%,30%,71%,-1.9,54.3427
5758,650895,"Castillo, Diego",31,R,COL,NL,F,"0000 AFF",0,,,,,,2,16,,,1,,-20,-20,15.0,20,12,2,10,11,7.20,2.00,4.5,6.6,15%,6.0,13%,1.1,1.4%,1.2,.415,5.92,44%,20%,36%,36%,64%,-3.4,-24.1726
5489,622491,"Castillo, Luis",32,R,SEA,AL,B+,"4305 CAA",80,98.25,24,176,6,11,8,31,14,,,,16,16,181.0,157,70,23,52,192,3.48,1.15,23.2,9.6,26%,2.6,7%,3.7,19.5%,1.1,.290,3.47,44%,18%,37%,29%,74%,14.1,141.3525
6467,676917,"Cavalli, Cade",26,R,WSH,NL,C+,"2200 FFF",0,504.67,332,723,398,3,3,12,4,,,1,-13,-13,58.0,53,29,6,28,55,4.50,1.40,20.4,8.5,22%,4.3,11%,2.0,11.0%,0.9,.331,4.32,43%,20%,37%,30%,69%,-1.6,65.4028
6125,656302,"Cease, Dylan",29,R,SD,NL,C+,"3405 AAB",75,48.93,30,82,,12,10,33,13,,,,18,18,181.0,139,68,18,74,213,3.38,1.18,21.9,10.6,29%,3.7,10%,2.9,19.2%,0.9,.294,3.63,39%,20%,42%,28%,74%,10.5,123.4397
7398,677944,"Cecconi, Slade",25,R,CLE,AL,B,"1100 ACA",0,496.97,351,746,,2,2,14,,,,,-10,-10,44.0,44,20,7,11,37,4.09,1.25,12.8,7.6,20%,2.2,6%,3.4,14.5%,1.4,.307,4.42,33%,20%,47%,29%,72%,-1.8,98.64
4525,605177,"Chafin, Andrew",34,L,DET,AL,F,"2400 AFF",0,,,,23,2,2,31,,,,4,-13,-13,29.0,28,13,3,16,33,4.03,1.52,4.1,10.2,26%,5.0,12%,2.1,13.5%,0.9,.350,4.28,36%,24%,40%,33%,75%,-0.6,73.122
8183,696149,"Chandler, Bubba",22,R,PIT,NL,F,"4301 AFF",12,307.56,215,476,,6,4,16,,,,,2,2,73.0,54,28,5,24,74,3.45,1.07,17.7,9.1,26%,3.0,8%,3.1,17.6%,0.6,.275,3.50,44%,20%,36%,27%,68%,5.3,121.1365
3448,547973,"Chapman, Aroldis",37,L,BOS,AL,A,"5520 DBC",34,331.05,193,544,60,7,3,64,,11,4,9,1,1,58.0,39,24,5,37,91,3.72,1.31,3.7,14.1,37%,5.7,15%,2.5,22.6%,0.8,.317,3.11,43%,19%,38%,31%,73%,7.1,137.0311
5291,608638,"Chargois, JT",34,R,TEX,AL,D,"2100 FFF",0,,,,136,,,16,,,,,-13,-13,15.0,14,6,1,6,12,3.60,1.33,3.9,7.2,19%,3.6,9%,2.0,9.6%,0.6,.321,4.14,50%,23%,30%,30%,73%,-0.1,68.869
8011,683409,"Chivilli, Angel",22,R,COL,NL,B,"2310 AFF",8,454.27,485,745,,4,4,53,,1,4,11,-10,-10,58.0,59,26,9,26,60,4.03,1.47,4.7,9.3,24%,4.0,10%,2.3,13.7%,1.4,.342,4.07,45%,19%,36%,32%,77%,0.2,93.2354
6178,650644,"Civale, Aaron",29,R,MIL,NL,A+,"2203 FBA",27,395.59,205,515,129,9,10,31,11,,,,1,1,160.0,152,75,25,46,149,4.22,1.24,20.9,8.4,22%,2.6,7%,3.2,15.9%,1.4,.305,3.99,39%,20%,40%,29%,71%,2.1,111.6385
6122,661403,"Clase, Emmanuel",26,R,CLE,AL,C,"5230 AAC",45,40.32,20,113,,3,3,66,,41,4,,17,17,65.0,49,18,4,11,59,2.49,0.92,3.7,8.2,24%,1.5,4%,5.4,19.7%,0.6,.247,2.82,58%,18%,24%,26%,75%,10.2,161.9334
6307,664076,"Cleavinger, Garrett",30,L,TB,AL,A+,"2400 FDB",0,465.40,486,750,148,5,4,59,,,2,15,-6,-6,58.0,48,24,7,27,64,3.72,1.29,4.0,9.9,26%,4.2,11%,2.4,15.5%,1.1,.314,4.03,39%,18%,43%,29%,75%,0.5,94.1932
