HQID,MLBAMID,Player,Age,Bats,Team,Lg,Pos,LY5,LY10,LY15,LY20,LIMA,"MM Code",MM,ADP,"Min ADP","Max ADP",DL,12$,15$,PA,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,AVG,OBP,SLG,OPS,BB%,ct%,Eye,h%,PX,SPD,RSpd,G%,L%,F%,xBA,BA,RC/G,RAR,BPX
5741,649966,"Urias, Luis",27,R,ATH,AL,3B,5,5,5,5,F,"1201 AFF",4,455.60,567,750,106,-15,-15,238,217,21,40,6,0,4,24,20,55,3,0,.188,.253,.288,0.541,8%,0.74,0.36,23%,55,79,71,44%,20%,36%,.214,40%,2.2,-13.9,
6381,602104,"Urias, Ramon",30,R,BAL,AL,3B,5,5,5,5,D+,"2223 CAA",27,497.49,465,748,69,-5,-5,272,251,35,65,10,1,8,34,20,59,1,0,.260,.314,.418,0.732,7%,0.76,0.34,31%,89,97,66,47%,19%,35%,.244,35%,4.4,1.4,78
4726,570482,"Urshela, Gio",33,R,ATH,AL,3B,53,53,53,5,D+,"1135 FAB",50,477.90,349,746,134,3,3,476,448,43,123,21,1,7,55,27,75,1,1,.277,.316,.381,0.696,5%,0.83,0.36,32%,62,82,42,46%,23%,31%,.257,35%,4.1,-0.8,75
7232,665839,"Valdez, Enmanuel",26,L,PIT,NL,2B,4,4,4,4,D,"1201 AAB",4,452.25,466,747,,-16,-16,102,93,10,19,4,,2,12,8,25,1,0,.213,.267,.350,0.618,7%,0.73,0.32,26%,75,81,65,39%,18%,43%,.209,30%,2.7,-3.4,
5642,545121,"Vargas, Ildemaro",33,B,ARI,NL,3B,547o6,547o,54,54,D,"0131 BBC",5,451.92,717,738,23,-13,-13,204,192,17,44,9,0,0,19,11,22,3,1,.233,.271,.308,0.579,5%,0.88,0.50,26%,36,71,54,55%,18%,27%,.249,55%,2.5,-9.9,60
6916,678246,"Vargas, Miguel",25,R,CWS,AL,OF,57o,57o,57o,57o,C,"2203 AAB",21,428.47,276,633,,-6,-6,442,395,51,79,19,1,10,45,46,102,7,4,.202,.283,.342,0.625,10%,0.74,0.45,24%,87,83,61,31%,19%,51%,.216,45%,2.9,-13.9,50
6373,662139,"Varsho, Daulton",28,L,TOR,AL,CF,o87,o87,o87,o87,B+,"3315 AAB",60,354.13,181,446,16,4,4,544,495,72,109,22,5,18,61,48,139,11,3,.222,.289,.402,0.691,8%,0.72,0.35,27%,112,108,95,35%,17%,48%,.224,35%,3.7,-6.6,103
6487,683734,"Vaughn, Andrew",26,R,CWS,AL,1B,30,30,30,30,B+,"3225 AAA",60,282.96,166,370,12,8,8,612,572,61,145,30,1,21,75,39,128,1,,.254,.301,.424,0.725,6%,0.78,0.30,29%,104,75,75,42%,17%,41%,.243,35%,4.3,-0.7,110
4683,543877,"Vazquez, Christian",34,R,MIN,AL,C,2,2,2,2,F,"1021 AFF",4,508.97,413,750,2,-12,-12,238,227,24,51,8,,5,22,10,49,1,1,.229,.257,.337,0.594,4%,0.78,0.20,27%,64,71,38,43%,22%,33%,.234,40%,2.7,-6.0,
7861,691728,"Veen, Zac",23,L,COL,NL,OF,o,o,o,o,F,"2301 AFF",6,504.38,342,741,,-14,-14,136,126,14,26,4,0,4,12,9,39,6,1,.207,.259,.364,0.623,6%,0.69,0.23,27%,86,84,95,44%,20%,36%,.218,35%,2.9,-4.6,
6902,676369,"Velazquez, Nelson",26,R,KC,AL,DH,0o97,0o9,0o,0,D,"3201 ABA",6,470.45,456,750,,-14,-14,136,124,14,25,5,0,5,16,11,40,2,1,.204,.267,.394,0.660,8%,0.68,0.28,25%,111,76,60,40%,15%,45%,.211,30%,3.0,-6.1,3
6565,668901,"Vientos, Mark",25,R,NYM,NL,3B,5,5,5,5,B,"4015 AAB",50,91.14,40,144,11,10,10,578,538,64,131,25,0,28,84,39,186,,0,.244,.295,.451,0.746,6%,0.65,0.21,32%,143,69,,48%,18%,34%,.231,25%,4.4,4.1,42
6722,663837,"Vierling, Matt",28,R,DET,AL,RF,o85970,o8597,o859,o859,B,"2333 AAB",33,328.88,162,491,14,1,1,442,407,58,103,20,3,10,41,34,95,6,2,.254,.311,.401,0.712,7%,0.77,0.36,31%,88,119,96,45%,21%,34%,.249,35%,4.1,2.2,107
6862,668723,"Vilade, Ryan",26,R,DET,AL,SS,o79,o,o,6,F,"1200 AFF",0,,,,,-17,-17,68,63,5,13,3,0,1,6,4,20,2,1,.222,.254,.334,0.588,5%,0.68,0.20,29%,75,83,71,44%,20%,36%,.206,25%,2.4,-3.6,
7064,681584,"Villar, David",28,R,SF,NL,1B,3,3,3,3,F,"2101 AFF",4,451.26,680,680,,-17,-17,102,93,10,18,4,,2,11,8,34,0,0,.195,.257,.309,0.566,7%,0.63,0.24,28%,86,81,40,44%,20%,36%,.195,25%,2.5,-5.6,
7196,683011,"Volpe, Anthony",23,R,NYY,AL,SS,6,6,6,6,B,"2425 AAA",65,141.14,93,189,,9,9,612,567,70,134,26,3,12,58,44,152,27,5,.236,.291,.363,0.654,7%,0.73,0.29,30%,82,105,111,46%,21%,33%,.236,30%,3.6,-11.0,21
6035,613564,"Vosler, Jason",31,L,SEA,AL,1B,3,3,3,3,F,"2100 AFF",0,451.31,723,723,,-17,-17,68,64,6,13,2,0,2,8,3,21,0,0,.212,.239,.367,0.606,4%,0.66,0.14,27%,87,79,52,44%,20%,36%,.205,25%,2.5,-3.7,
6184,664774,"Wade Jr., LaMonte",31,L,SF,NL,1B,3o9,3o9,3,3,C+,"2113 DAC",21,445.03,258,630,103,-3,-3,408,348,48,86,14,0,10,38,59,88,1,0,.248,.356,.387,0.744,14%,0.75,0.67,30%,82,69,46,37%,21%,41%,.225,40%,4.5,1.6,57
5520,642180,"Wade, Tyler",30,L,SD,NL,3B,5o4679,5o467,5o,5o,F,"0301 AFF",4,452.16,654,749,,-14,-14,136,126,23,29,2,,,8,9,27,5,1,.233,.281,.254,0.535,6%,0.78,0.33,29%,14,97,89,42%,26%,32%,.217,35%,2.4,-6.8,
8099,676572,"Wagaman, Eric",27,R,MIA,NL,3B,5,5,5,5,F,"1221 AFF",6,458.90,544,749,,-11,-11,238,222,26,49,11,1,4,21,15,49,3,2,.225,.270,.356,0.626,6%,0.78,0.31,27%,75,96,69,44%,20%,36%,.239,40%,2.9,-8.9,53
8059,695238,"Wagner, Will",26,L,TOR,AL,2B,4,4,4,4,D+,"1143 ABC",27,479.22,334,672,13,-7,-7,306,279,31,72,15,1,4,28,26,61,2,1,.259,.321,.367,0.689,8%,0.78,0.43,32%,72,82,58,53%,24%,23%,.262,45%,4.0,0.6,50
8129,806964,"Walcott, Sebastian",18,R,TEX,AL,SS,6,6,6,6,F,"0200 AFF",0,452.78,447,690,,-17,-17,68,63,6,13,2,0,0,5,4,22,2,1,.218,.254,.311,0.565,5%,0.64,0.18,32%,33,90,79,44%,20%,36%,.171,10%,1.9,-4.6,
4775,572233,"Walker, Christian",33,R,HOU,AL,1B,3,3,3,3,A,"4145 CAB",70,94.46,42,165,37,13,13,612,548,76,128,29,1,34,89,63,141,3,1,.235,.313,.479,0.792,10%,0.74,0.45,25%,150,72,56,39%,16%,45%,.260,45%,4.9,9.5,217
7195,691023,"Walker, Jordan",22,R,STL,NL,LF,9o,9o,9o,9o,C+,"3115 AAC",50,282.34,181,357,,1,1,544,507,53,122,27,2,16,53,36,133,4,4,.241,.291,.403,0.694,6%,0.74,0.27,30%,104,83,47,49%,12%,39%,.227,30%,3.8,-3.9,67
7142,670242,"Wallner, Matt",27,L,MIN,AL,LF,o970,o970,o97,o97,C+,"5215 AAB",65,273.74,149,353,5,5,5,476,431,57,101,26,1,24,65,44,182,4,0,.234,.305,.473,0.778,9%,0.58,0.24,34%,189,76,66,35%,21%,44%,.228,25%,4.8,9.8,89
6696,670764,"Walls, Taylor",28,B,TB,AL,SS,6,6,6,6,D,"1401 DBC",6,482.19,442,749,114,-12,-12,204,179,25,35,7,1,2,16,24,55,11,1,.200,.291,.307,0.598,11%,0.69,0.44,27%,63,99,109,37%,19%,44%,.191,35%,2.8,-8.0,
5891,621493,"Ward, Taylor",31,R,LAA,AL,LF,7o0,7o0,7o,7o,B+,"3235 CAB",65,179.11,99,310,85,12,12,612,554,78,139,26,2,22,69,57,145,6,3,.253,.321,.430,0.751,9%,0.74,0.39,30%,111,97,70,36%,22%,43%,.246,30%,4.6,9.1,121
6390,671221,"Waters, Drew",26,B,KC,AL,OF,o,o,o,o,F,"2201 AFF",5,452.95,621,741,58,-13,-13,136,124,18,28,8,0,2,12,11,43,4,2,.230,.289,.374,0.663,8%,0.65,0.26,33%,97,81,69,44%,20%,36%,.212,20%,3.2,-3.4,
7825,669224,"Wells, Austin",25,L,NYY,AL,C,2,2,2,2,B,"3125 AAB",55,190.60,105,297,,3,3,510,460,50,108,23,1,19,70,49,126,4,2,.236,.308,.416,0.725,9%,0.73,0.39,28%,117,57,41,41%,16%,43%,.234,30%,4.2,8.8,78
7033,676059,"Westburg, Jordan",26,R,BAL,AL,3B,54,54,54,54,B,"4345 BAB",80,84.80,37,145,45,13,13,578,544,74,138,34,3,22,73,34,138,9,2,.255,.298,.455,0.753,5%,0.74,0.25,30%,127,95,82,43%,19%,39%,.261,35%,4.6,6.4,150
8165,802139,"Wetherholt, JJ",,L,STL,NL,SS,6,6,6,6,F,"0100 AFF",0,455.66,416,748,,-18,-18,34,31,3,6,0,,0,3,2,7,0,0,.213,.242,.267,0.509,6%,0.77,0.29,25%,,96,48,44%,20%,36%,.182,30%,1.5,-2.7,
8072,694376,"Whitcomb, Shay",26,R,HOU,AL,3B,5,5,5,5,F,"2210 AFF",0,496.01,352,746,,-17,-17,34,31,3,7,1,0,1,4,2,8,1,0,.231,.273,.385,0.658,6%,0.71,0.25,27%,81,90,71,44%,20%,36%,.221,30%,3.3,-0.8,
6348,642201,"White, Eli",30,R,ATL,NL,LF,o978,o9,o9,o,F,"0400 AFF",0,451.25,546,583,118,-18,-18,34,31,4,6,1,0,0,2,2,10,1,0,.224,.242,.324,0.567,6%,0.65,0.20,29%,32,105,106,44%,20%,36%,.175,20%,1.9,-2.1,
7186,686894,"Wiemer, Joey",26,R,KC,AL,OF,o7,o7,o7,o,F,"0201 AFF",3,461.11,516,749,17,-19,-19,102,90,8,16,3,0,0,4,11,32,2,1,.180,.267,.247,0.515,10%,0.63,0.34,28%,35,92,66,44%,20%,36%,.171,25%,1.8,-6.7,
7385,675961,"Williams, Alika",26,R,PIT,NL,SS,46,46,46,6,F,"0300 AFF",0,,,,21,-17,-17,68,62,7,16,3,0,,3,5,14,0,,.259,.313,.317,0.630,7%,0.77,0.36,33%,43,92,92,44%,20%,36%,.209,25%,3.3,-1.6,
6713,663897,"Williams, Luke",28,R,ATL,NL,3B,45,5,5,5,F,"2300 AFF",0,,,,,-16,-16,68,63,6,14,4,,1,8,4,23,3,1,.225,.269,.375,0.644,5%,0.63,0.17,33%,98,85,92,44%,20%,36%,.206,20%,2.9,-2.4,
8042,805779,"Wilson, Jacob",22,R,ATH,AL,SS,6,6,6,6,B+,"1055 AFF",55,,,,,4,4,476,450,66,129,35,3,2,43,25,42,1,2,.288,.324,.394,0.719,5%,0.90,0.60,31%,69,93,33,52%,22%,27%,.294,60%,4.5,3.1,207
7402,642215,"Wilson, Weston",30,R,PHI,NL,OF,o7,o7,o7,o7,F,"3201 AFF",6,453.61,550,750,,-16,-16,102,92,10,16,2,,4,12,9,35,3,1,.176,.247,.342,0.590,8%,0.62,0.26,23%,107,89,77,44%,20%,36%,.207,35%,2.5,-4.7,
4817,608385,"Winker, Jesse",31,L,NYM,NL,DH,o709,o709,o709,o70,D+,"2033 DAD",24,413.45,269,530,92,-3,-3,408,353,46,83,17,,10,45,54,86,2,2,.238,.337,.376,0.713,13%,0.76,0.63,28%,88,67,36,42%,23%,35%,.245,50%,4.1,-5.7,75
7289,691026,"Winn, Masyn",22,R,STL,NL,SS,6,6,6,6,B+,"1425 AAB",60,158.29,106,234,,6,6,544,508,70,128,22,3,10,47,35,103,12,4,.252,.300,.376,0.676,6%,0.80,0.34,30%,71,118,102,43%,18%,38%,.233,35%,3.7,-7.1,92
7294,689172,"Wisely, Brett",25,L,SF,NL,2B,46,46,46,46,D,"1101 AAA",3,457.55,455,745,,-14,-14,170,156,17,34,8,0,2,15,13,45,3,2,.222,.278,.336,0.614,7%,0.71,0.29,29%,70,78,54,40%,20%,41%,.210,30%,2.7,-5.8,
6636,677951,"Witt Jr., Bobby",24,R,KC,AL,SS,6,6,6,6,C,"4555 AAF",95,1.77,1,5,,38,38,646,595,103,179,36,7,30,96,50,112,27,9,.302,.355,.542,0.897,7%,0.81,0.45,33%,135,129,125,37%,19%,44%,.279,40%,6.8,43.6,317
6728,657136,"Wong, Connor",28,R,BOS,AL,C,2304,23,2,2,C,"3215 AAB",55,222.84,118,311,,4,4,510,482,58,120,27,1,13,50,27,144,9,5,.250,.289,.396,0.684,5%,0.70,0.19,33%,102,94,72,43%,21%,35%,.232,30%,3.7,2.3,10
6801,695578,"Wood, James",22,L,WSH,NL,LF,7o,7o,7o,7o,B,"4335 ABB",75,51.47,29,73,,22,22,646,573,84,152,33,4,19,82,72,185,24,7,.265,.347,.442,0.790,11%,0.68,0.39,36%,123,90,86,53%,22%,25%,.254,25%,5.3,20.8,75
8156,669398,"Workman, Gage",25,B,CHI,NL,3B,5,5,5,5,F,"2201 AFF",5,454.05,360,749,,-14,-14,102,92,11,22,4,0,2,12,9,35,4,2,.242,.307,.385,0.692,8%,0.62,0.26,36%,90,81,68,44%,20%,36%,.197,15%,3.5,-2.0,
5769,642851,"Wynns, Austin",34,R,CIN,NL,C,2,2,2,2,F,"0000 AFF",0,,,,48,-19,-19,34,32,1,5,0,,0,3,1,11,,,.183,.182,.298,0.480,3%,0.63,0.09,24%,,99,,44%,20%,36%,.143,10%,0.9,-2.9,
8046,687066,"Yang, Eric",26,R,CIN,NL,C,2,2,2,2,F,"0300 AFF",0,,,,,-19,-19,34,30,1,5,1,,0,2,3,11,0,,.172,.242,.241,0.483,9%,0.62,0.27,26%,36,91,91,44%,20%,36%,.157,20%,1.5,-2.1,
6145,573262,"Yastrzemski, Mike",34,L,SF,NL,RF,o98,o9,o9,o9,C+,"4225 DAB",65,441.03,267,632,80,2,2,476,428,64,99,22,5,18,56,47,124,3,2,.233,.307,.439,0.747,9%,0.71,0.38,28%,131,100,65,35%,19%,46%,.239,35%,4.4,5.2,142
4335,592885,"Yelich, Christian",33,L,MIL,NL,DH,7o0,7o0,7o0,7o0,B,"3455 DAD",85,109.17,57,175,79,20,20,544,461,83,129,25,4,18,59,82,108,24,2,.282,.389,.478,0.867,15%,0.76,0.76,33%,117,106,114,54%,20%,25%,.279,50%,6.7,27.8,225
6906,660766,"Yepez, Juan",27,R,WSH,NL,1B,30,30,3,3,C+,"2013 AAC",18,491.77,316,749,34,-9,-9,272,253,27,61,13,,7,30,18,56,1,1,.243,.291,.381,0.673,6%,0.78,0.32,28%,87,70,37,45%,16%,39%,.231,35%,3.6,-5.6,60
6750,694377,"Yorke, Nick",22,R,PIT,NL,2B,4,4,4,4,D,"2231 AAA",8,465.32,300,673,,-7,-7,238,217,28,54,12,0,5,25,20,56,7,3,.251,.312,.398,0.711,8%,0.74,0.36,31%,88,73,64,42%,27%,31%,.254,35%,3.9,,28
7229,807799,"Yoshida, Masataka",31,L,BOS,AL,DH,0,0,0,0,B,"1253 BAC",33,435.47,264,572,44,2,2,340,313,39,89,18,0,8,48,26,39,2,,.287,.339,.437,0.776,7%,0.87,0.67,30%,79,63,65,47%,20%,32%,.271,55%,5.1,4.3,175
8122,702284,"Young, Cole",21,L,SEA,AL,SS,6,6,6,6,F,"0200 AFF",0,481.85,391,750,,-16,-16,68,60,7,15,2,0,0,6,7,12,2,1,.251,.328,.350,0.678,10%,0.79,0.58,31%,28,88,69,44%,20%,36%,.209,30%,3.1,-1.9,
7817,696285,"Young, Jacob",25,R,WSH,NL,CF,8o,8o,8o,8o,C,"1435 AAB",65,309.53,224,419,,7,7,476,446,61,114,22,2,1,39,29,95,33,7,.257,.301,.333,0.634,6%,0.79,0.31,32%,50,103,119,54%,21%,25%,.247,35%,3.5,-9.3,
6045,664874,"Zavala, Seby",31,R,SEA,AL,C,2,2,2,2,F,"1000 AFF",0,,,,42,-20,-20,34,31,2,4,1,,0,2,2,18,,0,.131,.182,.238,0.419,6%,0.43,0.11,31%,52,87,,44%,20%,36%,.119,20%,0.9,-2.9,
3967,518595,"d'Arnaud, Travis",36,R,LAA,AL,C,2,2,2,2,C,"4221 CBB",9,400.13,210,526,30,-8,-8,238,222,28,52,10,,11,33,15,61,0,,.236,.283,.437,0.720,6%,0.72,0.25,27%,124,69,69,45%,19%,35%,.244,35%,4.0,3.0,85
"2025-03-12 00:10:50"
